rides_previous_24_hour,rides_previous_23_hour,rides_previous_22_hour,rides_previous_21_hour,rides_previous_20_hour,rides_previous_19_hour,rides_previous_18_hour,rides_previous_17_hour,rides_previous_16_hour,rides_previous_15_hour,rides_previous_14_hour,rides_previous_13_hour,rides_previous_12_hour,rides_previous_11_hour,rides_previous_10_hour,rides_previous_9_hour,rides_previous_8_hour,rides_previous_7_hour,rides_previous_6_hour,rides_previous_5_hour,rides_previous_4_hour,rides_previous_3_hour,rides_previous_2_hour,rides_previous_1_hour,pickup_location_id,prediction
4.0,4.0,8.0,4.0,6.0,3.0,5.0,5.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,6.0,5.0,4.0,10.0,7.0,4.0,2.0,177,2.3306743587306538
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,178,0.4048448114588645
4.0,6.0,5.0,4.0,5.0,3.0,6.0,3.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,9.0,5.0,5.0,4.0,3.0,179,2.949079141484801
1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,180,0.7830705572624359
3.0,1.0,3.0,6.0,3.0,5.0,5.0,6.0,7.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,4.0,2.0,181,1.4602659257985873
1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,6.0,0.0,2.0,1.0,182,0.8128567524254079
1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,183,0.4048448114588645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,0.34474786540973645
2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,185,0.6353167646242716
231.0,273.0,394.0,244.0,258.0,251.0,241.0,203.0,189.0,190.0,86.0,104.0,53.0,42.0,22.0,4.0,9.0,40.0,98.0,179.0,253.0,209.0,184.0,138.0,186,170.77688371937808
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,0.34474786540973645
4.0,5.0,7.0,6.0,1.0,6.0,6.0,7.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,7.0,10.0,9.0,14.0,9.0,5.0,4.0,188,2.9518349372727615
0.0,1.0,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,189,0.9639361336557051
2.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,190,0.6433715190352545
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,5.0,1.0,5.0,1.0,1.0,0.0,191,0.41779396674526237
0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,192,0.5778229208933476
3.0,2.0,6.0,5.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,12.0,5.0,2.0,14.0,10.0,193,5.921238590578082
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194,0.5314496788649168
1.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,195,0.7741883338409551
2.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,5.0,3.0,0.0,1.0,196,1.0495169546024123
4.0,5.0,9.0,2.0,5.0,5.0,2.0,3.0,7.0,5.0,3.0,10.0,0.0,2.0,3.0,0.0,2.0,1.0,4.0,10.0,6.0,4.0,7.0,4.0,197,3.2867348058883517
0.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,3.0,198,1.8387244400598237
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199,0.34474786540973645
2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,200,0.5737032441427624
0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,201,0.41779396674526237
3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,202,0.6378671220568075
0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,203,0.40636138589124565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,0.34474786540973645
0.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,7.0,4.0,4.0,1.0,0.0,0.0,205,0.9403095845435843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206,0.34474786540973645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,207,0.5469491915838507
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,208,0.5437256503244247
9.0,14.0,12.0,11.0,10.0,11.0,11.0,9.0,9.0,10.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,4.0,9.0,209,7.235063309725329
1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,0.0,210,0.5395044332758996
38.0,56.0,72.0,84.0,92.0,89.0,73.0,58.0,26.0,38.0,18.0,12.0,2.0,6.0,1.0,0.0,0.0,1.0,0.0,11.0,20.0,10.0,20.0,24.0,211,35.20409304068139
0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,3.0,0.0,212,0.9553754828700288
3.0,0.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,7.0,4.0,2.0,1.0,1.0,2.0,213,0.9640732363403554
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214,0.4097392123342796
0.0,3.0,5.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0,10.0,5.0,2.0,3.0,2.0,215,1.5670479376983728
6.0,10.0,10.0,11.0,5.0,6.0,3.0,8.0,4.0,4.0,2.0,7.0,3.0,3.0,1.0,2.0,5.0,3.0,5.0,15.0,8.0,15.0,2.0,1.0,216,3.0344080472468486
0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,0.0,217,0.5437256503244247
1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,218,0.8128567524254079
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,219,0.4778909127943904
1.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,220,0.6862518850193557
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221,0.34474786540973645
9.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,222,1.2225471368054592
2.0,3.0,2.0,0.0,1.0,4.0,1.0,4.0,2.0,5.0,5.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,6.0,1.0,4.0,2.0,1.0,223,1.2017688033243148
16.0,15.0,18.0,14.0,9.0,9.0,7.0,13.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,10.0,21.0,11.0,12.0,7.0,7.0,224,10.794170504904178
4.0,8.0,6.0,6.0,2.0,6.0,6.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,6.0,5.0,10.0,7.0,4.0,3.0,225,2.949079141484801
9.0,5.0,12.0,13.0,6.0,4.0,12.0,10.0,6.0,8.0,1.0,5.0,6.0,3.0,2.0,0.0,3.0,3.0,6.0,18.0,11.0,9.0,9.0,12.0,226,8.858259001088896
1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,227,0.9251974975055437
1.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,3.0,0.0,0.0,228,0.6379198669424756
119.0,117.0,119.0,96.0,83.0,80.0,84.0,62.0,55.0,39.0,32.0,14.0,3.0,2.0,5.0,3.0,5.0,11.0,36.0,84.0,117.0,82.0,103.0,96.0,229,101.15777257534276
152.0,139.0,132.0,170.0,215.0,275.0,185.0,158.0,121.0,163.0,91.0,50.0,22.0,23.0,5.0,6.0,13.0,14.0,34.0,53.0,70.0,98.0,108.0,125.0,230,138.59503592536856
67.0,71.0,71.0,83.0,69.0,55.0,69.0,53.0,38.0,35.0,21.0,18.0,11.0,1.0,1.0,0.0,3.0,2.0,14.0,52.0,52.0,49.0,66.0,67.0,231,71.66181342859015
15.0,8.0,3.0,20.0,10.0,12.0,15.0,9.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,13.0,12.0,6.0,9.0,5.0,232,7.922807939727322
83.0,67.0,58.0,42.0,51.0,53.0,61.0,28.0,26.0,21.0,17.0,7.0,5.0,2.0,0.0,1.0,6.0,3.0,28.0,46.0,66.0,60.0,87.0,61.0,233,61.63961254741361
126.0,156.0,177.0,183.0,151.0,150.0,155.0,129.0,110.0,89.0,50.0,34.0,18.0,4.0,3.0,0.0,0.0,6.0,28.0,58.0,85.0,88.0,102.0,96.0,234,109.62534822925574
0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,0.0,235,0.7229736112133079
317.0,277.0,297.0,251.0,236.0,240.0,186.0,124.0,115.0,57.0,31.0,13.0,9.0,1.0,0.0,1.0,6.0,10.0,85.0,321.0,389.0,351.0,293.0,303.0,236,305.21400549613634
301.0,307.0,284.0,286.0,248.0,228.0,235.0,173.0,146.0,123.0,57.0,34.0,12.0,3.0,1.0,0.0,3.0,9.0,51.0,181.0,252.0,292.0,267.0,304.0,237,313.39355281316455
167.0,141.0,148.0,114.0,126.0,119.0,128.0,81.0,56.0,37.0,44.0,19.0,8.0,3.0,1.0,3.0,5.0,21.0,43.0,119.0,203.0,158.0,140.0,111.0,238,130.93040854114133
230.0,214.0,240.0,214.0,241.0,224.0,183.0,133.0,129.0,84.0,135.0,32.0,15.0,3.0,0.0,0.0,4.0,16.0,56.0,165.0,221.0,186.0,153.0,171.0,239,191.08311527212157
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,240,0.4097392123342796
1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,241,0.912225782101024
0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,242,0.4097392123342796
4.0,5.0,4.0,3.0,6.0,1.0,3.0,6.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,3.0,1.0,2.0,243,1.916568742728686
8.0,9.0,9.0,11.0,6.0,6.0,13.0,10.0,7.0,3.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,16.0,16.0,7.0,7.0,6.0,244,4.886534690846284
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,0.34474786540973645
89.0,87.0,91.0,126.0,96.0,95.0,114.0,52.0,69.0,62.0,44.0,28.0,25.0,14.0,11.0,16.0,5.0,0.0,9.0,26.0,39.0,50.0,47.0,45.0,246,64.40519088263228
5.0,5.0,0.0,5.0,5.0,2.0,2.0,3.0,5.0,5.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,13.0,6.0,2.0,1.0,3.0,247,2.5048123400458016
1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,248,0.821831753530719
92.0,90.0,101.0,127.0,135.0,135.0,111.0,114.0,105.0,119.0,94.0,62.0,42.0,19.0,14.0,14.0,10.0,5.0,31.0,57.0,85.0,53.0,46.0,45.0,249,62.985768290856875
2.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,250,0.8551103177032535
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251,0.34474786540973645
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,252,0.4097392123342796
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,0.34474786540973645
0.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,254,0.9639361336557051
3.0,1.0,2.0,9.0,6.0,2.0,14.0,6.0,4.0,14.0,23.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,255,0.8709421775404185
1.0,7.0,4.0,6.0,6.0,7.0,15.0,8.0,6.0,7.0,15.0,7.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,9.0,6.0,4.0,4.0,256,3.2851728851535174
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,257,0.46645833194037367
3.0,5.0,1.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,258,1.6132211488029853
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,259,0.8617227250133819
3.0,0.0,2.0,3.0,3.0,7.0,4.0,3.0,3.0,10.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,3.0,5.0,0.0,3.0,260,1.5785882877365607
37.0,51.0,46.0,33.0,33.0,42.0,27.0,15.0,19.0,6.0,6.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,8.0,9.0,11.0,13.0,23.0,261,31.884672353722316
130.0,114.0,105.0,80.0,79.0,73.0,63.0,38.0,40.0,16.0,14.0,5.0,0.0,1.0,2.0,1.0,6.0,20.0,85.0,177.0,154.0,156.0,122.0,92.0,262,108.22390302682949
160.0,168.0,124.0,114.0,108.0,120.0,130.0,106.0,104.0,58.0,39.0,31.0,12.0,5.0,5.0,3.0,6.0,24.0,59.0,127.0,165.0,134.0,89.0,107.0,263,126.30482654295623
7.0,8.0,8.0,12.0,15.0,15.0,10.0,8.0,5.0,7.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,4.0,12.0,6.0,6.0,14.0,6.0,264,4.886534690846284
3.0,3.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,265,1.1964448829983423
